product_id,max_daily_sales,avg_daily_sales,safety_stock_level,id,name,category,brand
4072,1,1.0,7.0,4072,AX Paris One Shoulder Romper,Jumpsuits & Rompers,AxParis
4074,1,1.0,7.0,4074,Women's Strapless Tunic Romper with layered design and zippered back closure,Jumpsuits & Rompers,Rompers and Jumpsuits HS
4075,1,1.0,7.0,4075,Jenni Junior's Rompers,Jumpsuits & Rompers,Jenni
4076,1,1.0,7.0,4076,Anna-Kaci S/M Fit Brown Wild Cheetah Mock One Shoulder Layer Lace Trim Romper,Jumpsuits & Rompers,Anna-Kaci
4078,1,1.0,7.0,4078,TEAL JUMPSUIT SMOCKED STRAP RAYON - FITS (ONE SIZE) - L XL 1X 2X - T334S LOTUSTRADERS,Jumpsuits & Rompers,LOTUSTRADERS
4082,1,1.0,7.0,4082,TEAL JUMPSUIT SMOCKED STRAP RAYON - FITS - PLUS 2X 3X 4X - T335S LOTUSTRADERS,Jumpsuits & Rompers,LOTUSTRADERS
4084,1,1.0,7.0,4084,Allegra K Lady Button Closure Button-tab Elastic Waist Slant Pockets Romper Dark Blue Black XS,Jumpsuits & Rompers,Allegra K
4085,1,1.0,7.0,4085,BLACK JUMPSUIT SMOCKED STRAP RAYON - FITS - PLUS 2X 3X 4X - T190S LOTUSTRADERS,Jumpsuits & Rompers,LOTUSTRADERS
4086,1,1.0,7.0,4086,Allegra K Women Hidden Zipper Back Slant Pockets Summer Casual Jumpsuit Pink Baby Blue S,Jumpsuits & Rompers,Allegra K
4087,1,1.0,7.0,4087,Ladies Black 4 Button Floral Pattern Waist Tied Jumpsuit Dress,Jumpsuits & Rompers,FineBrandShop
4090,1,1.0,7.0,4090,Allegra K Women Button Closure Three Tone Flounced Summer Romper Navy Blue S,Jumpsuits & Rompers,Allegra K
4091,1,1.0,7.0,4091,Allegra K Lady Zipped Back Drawstring Front Side Pockets Casual Jumpsuit Red XS,Jumpsuits & Rompers,Allegra K
4095,1,1.0,7.0,4095,e.vil French Terry Jumper Embellished with crystals Sweets Navy Blue Size XSS,Jumpsuits & Rompers,e.vil
4100,1,1.0,7.0,4100,Allegra K Ladies Scoop Neck Sleeveless Zipper Back Self Tie String Waist Jumpsuit Blue XS,Jumpsuits & Rompers,Allegra K
4104,1,1.0,7.0,4104,Allegra K Lady Crochet Flower Waist Sleeveless Romper Apricot XS,Jumpsuits & Rompers,Allegra K
4107,1,1.0,7.0,4107,Allegra K Lady Flounced Upper Elastic Waist Dots Self Tie Shoulder String Romper Mustard S,Jumpsuits & Rompers,Allegra K
4108,1,1.0,7.0,4108,Allegra K Ladies Double V Neck Sleeveless Stretchy Waist Jumpsuit Black XS,Jumpsuits & Rompers,Allegra K
4110,1,1.0,7.0,4110,Ladies Jumpsuit Dress Brown Shoulderless Smocking Top and Bottom,Jumpsuits & Rompers,FineBrandShop
4111,1,1.0,7.0,4111,Allegra K Woman Pink Chiffon Accent Navy Blue Elastic Waist Jumpsuit XS,Jumpsuits & Rompers,Allegra K
4112,1,1.0,7.0,4112,Allegra K Lady Button Up Front Sleeveless Chiffon Short Jumpsuit Black XS,Jumpsuits & Rompers,Allegra K
4115,1,1.0,7.0,4115,Allegra K Ladies Strapless Elastic Waist Flouncing Top Romper Multicolor XS,Jumpsuits & Rompers,Allegra K
4116,1,1.0,7.0,4116,Allegra K Women Beige Blk Shirr Waist Beaded Neckline Jumpsuit XS,Jumpsuits & Rompers,Allegra K
4118,1,1.0,7.0,4118,AX Paris Ditzy Print Romper,Jumpsuits & Rompers,AxParis
4124,1,1.0,7.0,4124,AX Paris Spotty Print Romper,Jumpsuits & Rompers,AxParis
4126,1,1.0,7.0,4126,Rocawear Strapless Shortall,Jumpsuits & Rompers,Rocawear
4127,1,1.0,7.0,4127,Allegra K Ladies Sleeveless Turn Up Hem Single Breasted Drawstring Romper Navy Blue XS,Jumpsuits & Rompers,Allegra K
4128,1,1.0,7.0,4128,Vintage Havana Womens Stripe Romper,Jumpsuits & Rompers,Vintage
4133,1,1.0,7.0,4133,AX Paris Circle Printed Frill One Shoulder Playsuit,Jumpsuits & Rompers,AxParis
4134,1,1.0,7.0,4134,Allegra K Women Ruffled U Neck Sleeveless Dark Gray Summer Long Rompers XS,Jumpsuits & Rompers,Allegra K
4137,1,1.0,7.0,4137,Allegra K Ladies Padded Bust Strapless Stretchy Romper Jumpsuit Black XS,Jumpsuits & Rompers,Allegra K
4138,1,1.0,7.0,4138,Allegra K Ladies Layer Flouncing Upper Multi Wearing Printed Romper Pink Navy Blue XS,Jumpsuits & Rompers,Allegra K
4142,1,1.0,7.0,4142,MAXSTUDIO STRIPED COTTON JERSEY ROMPER,Jumpsuits & Rompers,MAXSTUDIO
4145,1,1.0,7.0,4145,Allegra K Lady Slant Pockets Floral Spaghetti Romper Jumpsuit XS,Jumpsuits & Rompers,Allegra K
4146,1,1.0,7.0,4146,Allegra K Lady Scoop Neck Sleeveless Drawstring Waist Romper Baby Blue XS,Jumpsuits & Rompers,Allegra K
4147,1,1.0,7.0,4147,Allegra K Women Strapless Side Shirr Stretchy Long Jumpsuit Green XS,Jumpsuits & Rompers,Allegra K
4150,1,1.0,7.0,4150,Allegra K Women Stripes Pattern Sleeveless Self Tie Halter Strap Back Short Jumpsuit Gray XS,Jumpsuits & Rompers,Allegra K
4154,1,1.0,7.0,4154,AX Paris Floral Print Romper,Jumpsuits & Rompers,AxParis
4157,1,1.0,7.0,4157,Allegra K Lady XS Roller Cuff Chiffon Short Jumpsuit Salmon Pink,Jumpsuits & Rompers,Allegra K
4161,1,1.0,7.0,4161,Black Hearts Brigade Womens Jump Up Jumper,Jumpsuits & Rompers,Black Hearts Brigade
4163,1,1.0,7.0,4163,Three Dots Bandeau Jumpsuit Black,Jumpsuits & Rompers,Three Dots
4165,1,1.0,7.0,4165,Rocawear Halter Belted Romper,Jumpsuits & Rompers,Rocawear
4167,1,1.0,7.0,4167,bebe Sleeveless Sequin Jumpsuit,Jumpsuits & Rompers,bebe
4174,1,1.0,7.0,4174,Allegra K Woman V Neck Sleeveless Side Slits Button Front Floral Print Orange Romper XS,Jumpsuits & Rompers,Allegra K
4177,1,1.0,7.0,4177,Volcom Rain Check Romper,Jumpsuits & Rompers,Volcom
4178,1,1.0,7.0,4178,Allegra K Lady Scoop Neck Sleeveless Elastic Waist Romper w Cut Out Shoulder Chiffon Top Black XS,Jumpsuits & Rompers,Allegra K
4181,1,1.0,7.0,4181,Allegra K Lady Multicolor Elastic Waist Strap Jumpsuit Romper XS,Jumpsuits & Rompers,Allegra K
4182,1,1.0,7.0,4182,Allegra K Deep V Neck Pullover Tassels Shoulder Sleeveless Romper for Women,Jumpsuits & Rompers,Allegra K
4189,1,1.0,7.0,4189,Allegra K Ladies Dots Printed Zip Closure Back Chiffon Tube Romper Multicolor XS,Jumpsuits & Rompers,Allegra K
4193,1,1.0,7.0,4193,BCBGeneration Women's Blouson Tie Romper Short,Jumpsuits & Rompers,BCBGeneration
4197,1,1.0,7.0,4197,My Michelle Juniors Belted Romper,Jumpsuits & Rompers,My Michelle
4199,1,1.0,7.0,4199,BCBGMAXAZRIA Women's Vance Scarf Print Jumpsuit,Jumpsuits & Rompers,BCBGMAXAZRIA
4200,1,1.0,7.0,4200,WHAT GOES AROUND COMES AROUND Women's Racquel One-Piece Jumpsuit,Jumpsuits & Rompers,What Goes Around Comes Around
4201,1,1.0,7.0,4201,Kensie Womens One Shoulder Romper Dress,Jumpsuits & Rompers,Kensie
4202,1,1.0,7.0,4202,MAXSTUDIO PLAID ROMPER,Jumpsuits & Rompers,MAXSTUDIO
4208,1,1.0,7.0,4208,Motel Winnie Jumpsuit,Jumpsuits & Rompers,Motel
4209,1,1.0,7.0,4209,Twelfth Street by Cynthia Vincent Women's Strapless Romper,Jumpsuits & Rompers,Twelfth Street by Cynthia Vincent
4213,1,1.0,7.0,4213,A Elan Usa Beautiful Strapless Jumpsuit w/ 3/4 Length (MD730),Jumpsuits & Rompers,Elan USA
4216,1,1.0,7.0,4216,Hudson Women's Signature Boot,Jeans,Hudson
4217,1,1.0,7.0,4217,Seven7 Women's Lurex Flap Pocket Jean,Jeans,Seven7
4219,1,1.0,7.0,4219,Mavi Women's Molly Bootcut,Jeans,Mavi
4222,1,1.0,7.0,4222,Joe's Women's Skinny Ankle Jean,Jeans,Joe's Jeans
4225,1,1.0,7.0,4225,Joe's Jeans Women's Petite Skinny Jean,Jeans,Joe's Jeans
4229,1,1.0,7.0,4229,7 For All Mankind Women's Bootcut Jean,Jeans,7 For All Mankind
4230,1,1.0,7.0,4230,True Religion Women's Halle Metallic Spray Jean,Jeans,True Religion
4231,1,1.0,7.0,4231,Diesel Women's Livier Jegging,Jeans,Diesel
4234,1,1.0,7.0,4234,Seven7 Women's Lurex E Pocket Skinny Jean,Jeans,Seven7
4235,1,1.0,7.0,4235,Not Your Daughter's Jeans Women's Petite Seal Beach Marilyn Straight Leg Jean,Jeans,Not Your Daughter's Jeans
4241,1,1.0,7.0,4241,7 For All Mankind Women's Josefina Jean,Jeans,7 For All Mankind
4245,1,1.0,7.0,4245,Not Your Daughter's Jeans Women's Edna Crop Jean,Jeans,Not Your Daughter's Jeans
4252,1,1.0,7.0,4252,Level 99 Women's Janice Ultra Jegging,Jeans,Level 99
4255,1,1.0,7.0,4255,Affliction Women Skinny Jeans Raquel Sequin Fleur De Lis Back Pockets in Tarnish Wash Stretch.,Jeans,Affliction
4256,1,1.0,7.0,4256,GUESS by Marciano The Skinny No. 61 with Pearl-Bead Embell,Jeans,GUESS by Marciano
4257,1,1.0,7.0,4257,Rock Revival Women Jeans Polly B10 Fleur Pocket Bootcut Jeans,Jeans,Rock Revival
4259,1,1.0,7.0,4259,Not Your Daughter's Jeans Women's Alisha Ankle Bengal Print Jean,Jeans,Not Your Daughter's Jeans
4260,1,1.0,7.0,4260,Mavi Women's Serena Lowrise Skinny,Jeans,Mavi
4264,1,1.0,7.0,4264,Seven7 Women's Lurex Seven Pocket Jean,Jeans,Seven7
4265,1,1.0,7.0,4265,Not Your Daughter's Jeans Women's Petite Edna Crop Jean,Jeans,Not Your Daughter's Jeans
4269,1,1.0,7.0,4269,Diesel Women's Grupee Stretch Jean,Jeans,Diesel
4270,1,1.0,7.0,4270,Pajama Jeans Pajama Jeans As Seen On TV (80018),Jeans,Pajama Jeans
4273,1,1.0,7.0,4273,Lucky Brand Women's Sweet N Straight Crop,Jeans,Lucky Brand
4275,1,1.0,7.0,4275,Levi's 524 Juniors' Too Superlow Bootcut Jean,Jeans,Levi's
4276,1,1.0,7.0,4276,Dollhouse Corded Pocket Bootcut Jeans,Jeans,dollhouse
4277,1,1.0,7.0,4277,Calvin Klein Jeans Women's Sedona Mid Rise Bootcut,Jeans,Calvin Klein Jeans
4279,1,1.0,7.0,4279,Levi's 512 Misses Perfectly Slimming Boot Cut Jean with Tummy Slimming Panel,Jeans,Levi's
4282,1,1.0,7.0,4282,Levi's Juniors 524 Low Rise Skinny Jean,Jeans,Levi's
4284,1,1.0,7.0,4284,Lucky Brand Women's Leslie Sweet N Low Jean,Jeans,Lucky Brand
4287,1,1.0,7.0,4287,Levi's 518 Juniors' Superlow Boot Cut Jean,Jeans,Levi's
4289,1,1.0,7.0,4289,Joe's Jeans Women's Curvy Jean,Jeans,Joe's Jeans
4291,1,1.0,7.0,4291,Levi Women's Plus Size Stretch Denim,Jeans,Levi's
4292,1,1.0,7.0,4292,7 For All Mankind Women's Straight Leg Jean With Crystal Back Pocket in Baywater Blue,Jeans,7 For All Mankind
4293,1,1.0,7.0,4293,Jag Jeans Women's Paley Boot Jean,Jeans,JAG Jeans
4296,1,1.0,7.0,4296,Levi's 512 Misses Perfectly Slimming Straight Leg Jean with Tummy Slimming Panel,Jeans,Levi's
4297,1,1.0,7.0,4297,Lucky Brand Women's Sofia Straight Jean,Jeans,Lucky Brand
4305,1,1.0,7.0,4305,HUE Women's Original Jeanz Denim Legging,Jeans,HUE
4307,1,1.0,7.0,4307,Levi Women's Plus Size Flare Jean,Jeans,Levi's
4308,1,1.0,7.0,4308,Carhartt Women's Relaxed Fit Flannel Lined Straight Leg Jean Jean,Jeans,Carhartt
4309,1,1.0,7.0,4309,Levi's 512 Women's Plus Perfectly Shaping Boot Cut Jean with Tummy-Slimming Panel,Jeans,Levi's
4312,1,1.0,7.0,4312,Levi's Women's 515 Regular Fit Boot Cut Corduroy Pant,Jeans,Levi's
4313,1,1.0,7.0,4313,Levi's Women's 512 Plus-Size Skinny Jean,Jeans,Levi's
4314,1,1.0,7.0,4314,Levi's Juniors Triple Needle Skinny Jean,Jeans,Levi's
4315,1,1.0,7.0,4315,Levi's Junior's Too Super Low Skinny 524 Jean,Jeans,Levi's
4320,1,1.0,7.0,4320,Woman Within Plus Size Jean pull on elastic waist,Jeans,Woman Within
4321,1,1.0,7.0,4321,Lee Jeans Women's Relaxed Fit Straight Leg Jean,Jeans,Lee
4326,1,1.0,7.0,4326,Not Your Daughter's Jeans Women's Alina Legging,Jeans,Not Your Daughter's Jeans
4327,1,1.0,7.0,4327,Liverpool Jeans Company Women's Petite Sadie Straight,Jeans,Liverpool Jeans Company
4328,1,1.0,7.0,4328,prAna Women's Lined Boyfriend Jean,Jeans,prAna
4329,1,1.0,7.0,4329,Levi's Women's Plus-Size 580 Defined Waist Boot Cut Regular Fit Jean,Jeans,Levi's
4331,1,1.0,7.0,4331,Calvin Klein Jeans Women's Thallium Skinny,Jeans,Calvin Klein Jeans
4333,1,1.0,7.0,4333,Levi's Women's Petite Mid Rise Skinny Jean,Jeans,Levi's
4334,1,1.0,7.0,4334,True Religion Women's Stella 32 Inch Inseam Skinny Jean,Jeans,True Religion
4335,1,1.0,7.0,4335,Dickies Women's Relaxed Fit Denim Carpenter Pant,Jeans,Dickies
4338,1,1.0,7.0,4338,Levi's Women's Mid Rise Capri,Jeans,Levi's
4339,1,1.0,7.0,4339,Lucky Brand Women's Stark Sweet N Low Jean,Jeans,Lucky Brand
4340,1,1.0,7.0,4340,Levi's 512 Petite Perfectly Slimming Boot Cut Jean with Tummy Slimming Panel,Jeans,Levi's
4341,1,1.0,7.0,4341,Wrangler Blues Women's Relaxed Jean,Jeans,Wrangler
4351,1,1.0,7.0,4351,Levi's Women's Plus 525 Perfect Waist Boot Cut Jean,Jeans,Levi's
4355,1,1.0,7.0,4355,Wallflower Juniors Vintage Collection Legendary Boot Cut Denim Jeans with Studded Flap Back Pocket,Jeans,Wallflower
4356,1,1.0,7.0,4356,Levi's Misses Classic Demi Curve ID Boot Cut Jean,Jeans,Levi's
4360,1,1.0,7.0,4360,Levi's Women's Modern Slight Curve Skinny Boot Cut Jean,Jeans,Levi's
4361,1,1.0,7.0,4361,Levi's Juniors' Demi Curve ID Skinny Jean,Jeans,Levi's
4362,1,1.0,7.0,4362,Not Your Daughter's Jeans Women's Petite Straight Leg,Jeans,Not Your Daughter's Jeans
4365,1,1.0,7.0,4365,Womens Classic Stretch Cotton Colored Denim Jean,Jeans,Luzy's Storage Place
4370,1,1.0,7.0,4370,Miss Me - JP6114B Bootcut Jeans with Fleur de Lis Rhinestone Studded Pockets,Jeans,Miss Me
4371,1,1.0,7.0,4371,Lee Women's Comfort Waist Marian Bootcut Jean,Jeans,Lee
4372,1,1.0,7.0,4372,Levi Women's Stretch Denim,Jeans,Levi's
4374,1,1.0,7.0,4374,Lucky Brand Women's Easy Rider Jean,Jeans,Lucky Brand
4376,1,1.0,7.0,4376,Not Your Daughter's Jeans Women's Martie Straight Leg,Jeans,Not Your Daughter's Jeans
4382,1,1.0,7.0,4382,Levi's Women's 505 Classic Straight Leg Jean,Jeans,Levi's
4385,1,1.0,7.0,4385,Hudson Women's Signature Petite Bootcut Jean,Jeans,Hudson
4387,1,1.0,7.0,4387,Dollhouse Whiskered Button-Flap Flare Jeans,Jeans,dollhouse
4389,1,1.0,7.0,4389,Levi's Juniors 524 Classic Low Rise Skinny Jean,Jeans,Levi's
4391,1,1.0,7.0,4391,Levi's Women's Mid Rise Styled Skinny Slim Fit Jean,Jeans,Levi's
4398,1,1.0,7.0,4398,Lucky Brand Women's Dayton Sweet N Low Jean,Jeans,Lucky Brand
4399,1,1.0,7.0,4399,Rich & Skinny Women's Legacy Jean,Jeans,Rich & Skinny
4402,1,1.0,7.0,4402,Levi's Juniors' Demi Curve ID Skinny Jean,Jeans,Levi's
4404,1,1.0,7.0,4404,7 For All Mankind Women's Highwaist Boot Cut Jean,Jeans,7 For All Mankind
4405,1,1.0,7.0,4405,True Religion Women's Becky Petite Women Jean,Jeans,True Religion
4406,1,1.0,7.0,4406,Not Your Daughter's Jeans Women's Plus-Size Barbara Boot Leg Jean,Jeans,Not Your Daughter's Jeans
4407,1,1.0,7.0,4407,Wrangler Women's Cowgirl Cut Mid-Rise Ultimate Riding Jean,Jeans,Wrangler
4408,1,1.0,7.0,4408,Lee Juniors Original Skinny Leg Pant,Jeans,Lee
4411,1,1.0,7.0,4411,Levi's Women's Modern Bold Curve Skinny Boot Cut Jean,Jeans,Levi's
4412,1,1.0,7.0,4412,Wrangler Women's As Real as Wrangler Classic Fit Boot Cut Jean,Jeans,Wrangler
4413,1,1.0,7.0,4413,Levi's Women's 529 Curvy Styled Jean,Jeans,Levi's
4415,1,1.0,7.0,4415,AG Adriano Goldschmied Women's Prima Mid-Rise Jean,Jeans,AG Adriano Goldschmied
4416,1,1.0,7.0,4416,KUT from the Kloth Women's Diana Skinny Jean,Jeans,KUT from the Kloth
4417,1,1.0,7.0,4417,Wallflower Junior Vintage Legendary Bootcut Jean in Vintage Rinse Wash,Jeans,Wallflower
4420,1,1.0,7.0,4420,Not Your Daughter's Jeans Women's Sheri Skinny Twill Pastels,Jeans,Not Your Daughter's Jeans
4423,1,1.0,7.0,4423,Joe's Jeans Women's Skinny Jean,Jeans,Joe's Jeans
4427,1,1.0,7.0,4427,US Polo Assn. Juniors Stevie Super Skinny Jean,Jeans,U.S. Polo Assn.
4430,1,1.0,7.0,4430,Lee Women's Slender Secret Flap Pocket Jean,Jeans,Lee
4435,1,1.0,7.0,4435,Level 99 Women's Lily Skinny Straight,Jeans,Level 99
4436,1,1.0,7.0,4436,Levi's Women's Modern Demi Curve Skinny Jean,Jeans,Levi's
4439,1,1.0,7.0,4439,Not Your Daughter's Jeans Women's Petite Boot Leg,Jeans,Not Your Daughter's Jeans
4441,1,1.0,7.0,4441,7 For All Mankind Women's Kimmie Bootcut,Jeans,7 For All Mankind
4444,1,1.0,7.0,4444,7 For All Mankind Women's Classic Bootcut Jean in Clean White,Jeans,7 For All Mankind
4446,1,1.0,7.0,4446,Hudson Women's Krista Super Skinny Wax Colors,Jeans,Hudson
4447,1,1.0,7.0,4447,Calvin Klein Jeans Women's Faille Skinny Pant,Jeans,Calvin Klein Jeans
4452,1,1.0,7.0,4452,Miss Me Paradise Border Boot Jean,Jeans,Miss Me
4454,1,1.0,7.0,4454,Calvin Klein Jeans Women's Ultimate Boot Jean with Creased Whiskers,Jeans,Calvin Klein Jeans
4457,1,1.0,7.0,4457,American Apparel Easy Jean,Jeans,American Apparel
4460,1,1.0,7.0,4460,Black Sailor High-Waisted Skinny Jeans,Jeans,Hot Topic
4461,1,1.0,7.0,4461,Wrangler Juniors' Q-Baby Apache Storm Stretch Boot Cut Jean,Jeans,Wrangler
4466,1,1.0,7.0,4466,Joe's Jeans Women's Colored Skinny Jean,Jeans,Joe's Jeans
4469,1,1.0,7.0,4469,Lucky Brand Women's Zoe Bootleg Jean,Jeans,Lucky Brand
4471,1,1.0,7.0,4471,Not Your Daughter's Jeans Women's Petite Janice Legging,Jeans,Not Your Daughter's Jeans
4472,1,1.0,7.0,4472,7 For All Mankind Women's Slim Illusion Skinny Jean,Jeans,7 For All Mankind
4473,1,1.0,7.0,4473,PAIGE Women's Verdugo Jegging,Jeans,PAIGE
4476,1,1.0,7.0,4476,Calvin Klein Jeans Women's Ultimate Skinny Leg Jean,Jeans,Calvin Klein Jeans
4478,1,1.0,7.0,4478,KUT from the Kloth Women's Natalie Bootcut,Jeans,KUT from the Kloth
4479,1,1.0,7.0,4479,Wrangler Women's Cowgirl Cut Ultimate Riding Q-baby Fit Jean,Jeans,Wrangler
4483,1,1.0,7.0,4483,7 For All Mankind Women's The Kimmie Straight Leg Jean,Jeans,7 For All Mankind
4484,1,1.0,7.0,4484,Wrangler Women's As Real as Wrangler Relaxed Fit Straight Leg Jean,Jeans,Wrangler
4487,1,1.0,7.0,4487,Levi's Women's Selvedge Cropped Boyfriend Skinny Jean,Jeans,Levi's
4490,1,1.0,7.0,4490,Miss Me Med 89 Jeans Bootcut Denim with Rhinestones and Wings on Pockets,Jeans,Miss Me
4491,1,1.0,7.0,4491,Calvin Klein Jeans Women's Straight Leg Jean,Jeans,Calvin Klein Jeans
4492,1,1.0,7.0,4492,Levi's Women's Plus-Size Slim Jegging,Jeans,Levi's
4498,1,1.0,7.0,4498,Rock Revival Women Jeans Anett B2 Fleur Flap Pocket Bootcut Jeans,Jeans,Rock Revival
4506,1,1.0,7.0,4506,Levi's Juniors 524 Too Superlow Boot Cut Jean,Jeans,Levi's
4512,1,1.0,7.0,4512,TEXTILE Elizabeth and James Women's Jimi Distressed Jean,Jeans,TEXTILE Elizabeth and James
4516,1,1.0,7.0,4516,Lee Women's Misses Classic Fit Loreli Barely Bootcut Jean,Jeans,Lee
4517,1,1.0,7.0,4517,Silver Jeans Juniors Suki Surplus Bootcut Jean,Jeans,Silver Jeans
4520,1,1.0,7.0,4520,Not Your Daughter's Jeans Women's Petite Alina Legging,Jeans,Not Your Daughter's Jeans
4521,1,1.0,7.0,4521,7 For All Mankind Women's Straight Leg Jean in Nouveau New York Dark,Jeans,7 For All Mankind
4522,1,1.0,7.0,4522,L.A. Idol Jeans Bootcut Jeans with Rhinestones Nailheads Star Cross and Built in Stretch,Jeans,LA IDOL
4532,1,1.0,7.0,4532,Not Your Daughter's Jeans Women's Plus-Size Angelina Legging,Jeans,Not Your Daughter's Jeans
4533,1,1.0,7.0,4533,Lucky Brand Women's Sofia Skinny Leg Jean,Jeans,Lucky Brand
4534,1,1.0,7.0,4534,Miss Me Jeans JP6074B MK 24D,Jeans,Miss Me
4538,1,1.0,7.0,4538,LOVEsick Black Zipper Super Skinny Jeggings,Jeans,Hot Topic
4539,1,1.0,7.0,4539,Bullhead Black Womens Gryphin Dark Skinniest Jeans,Jeans,Bullhead
4540,1,1.0,7.0,4540,Southpole Juniors Plus Size Star Studded Back Pocket Skinny Jean,Jeans,Southpole
4542,1,1.0,7.0,4542,Pendleton Women's Petite Work It Denim Pant,Jeans,Pendleton
4543,1,1.0,7.0,4543,Not Your Daughter's Jeans Women's Petite Hayden Straight Leg Jean,Jeans,Not Your Daughter's Jeans
4545,1,1.0,7.0,4545,7 For All Mankind Women's Kaylie Slim Fit Jean in Midnight New York Dark,Jeans,7 For All Mankind
4547,1,1.0,7.0,4547,7 For All Mankind Women's Kimmie Bootcut Jean,Jeans,7 For All Mankind
4550,1,1.0,7.0,4550,Miss Me Snow Crystal Boot Cut,Jeans,Miss Me
4552,1,1.0,7.0,4552,PAIGE Women's Hidden Hills Straight Led High Rise Denim,Jeans,PAIGE
4553,1,1.0,7.0,4553,Not Your Daughter's Jeans Marilyn Petite Straight Jean,Jeans,Not Your Daughter's Jeans
4557,1,1.0,7.0,4557,PAIGE Women's Skyline Straight Jean,Jeans,PAIGE
4558,1,1.0,7.0,4558,Not Your Daughter's Jeans Women's Petite Loretta Ankle Jean,Jeans,Not Your Daughter's Jeans
4561,1,1.0,7.0,4561,Not Your Daughter's Jeans Women's Plus-Size Hayden Modern Boot Cut Jeans,Jeans,Not Your Daughter's Jeans
4563,1,1.0,7.0,4563,Lucky Brand Women's Lil Maggie Flap Pocket Denim Jeans,Jeans,Lucky Brand
4565,1,1.0,7.0,4565,7 For All Mankind Women's Mid Rise Skinny Fit Jean in Rinsed Indigo,Jeans,7 For All Mankind
4568,1,1.0,7.0,4568,Joe's Jeans Women's Yasmin Skinny Jean,Jeans,Joe's Jeans
4571,1,1.0,7.0,4571,DL1961 Women's Angel Ankle Skinny,Jeans,DL1961
4575,1,1.0,7.0,4575,Silver Jeans Juniors Natsuki Bootcut Jean,Jeans,Silver Jeans
4579,1,1.0,7.0,4579,DL1961 Women's Emma Legging In Onyx Jean,Jeans,DL1961
4585,1,1.0,7.0,4585,Wallflower Retro Extended Tab Patch Pocket Jeans with Embroidered Peace Sign on Back Pockets,Jeans,Wallflower
4589,1,1.0,7.0,4589,Vigoss Juniors Skinny Bootcut Jean,Jeans,Vigoss
4592,1,1.0,7.0,4592,Woman Within Plus Size Stretch denim capri 5-pocket styling,Jeans,Woman Within
4593,1,1.0,7.0,4593,Levi's Women's Plus-Size Mid Rise Skinny Jean,Jeans,Levi's
4594,1,1.0,7.0,4594,PAIGE Women's Verdugo Ultra Skinny Jean,Jeans,PAIGE
4599,1,1.0,7.0,4599,PAIGE Women's Skyline Ankle Peg Jean,Jeans,PAIGE
4602,1,1.0,7.0,4602,Vigoss Juniors Skinny Brooklyn Back Pocket Jean,Jeans,Vigoss
4603,1,1.0,7.0,4603,Bullhead Black Womens Hyland Skinny Blue Jeans,Jeans,Bullhead
4604,1,1.0,7.0,4604,Silver Jeans Juniors Tuesday Bootcut Jean,Jeans,Silver Jeans
4606,1,1.0,7.0,4606,Joe's Jeans Women's Cooper Rolled Skinny,Jeans,Joe's Jeans
4607,1,1.0,7.0,4607,Hudson Women's Beth Baby Boot,Jeans,Hudson
4608,1,1.0,7.0,4608,Not Your Daughter's Jeans Women's Marylin Straight Leg Jeans,Jeans,Not Your Daughter's Jeans
4609,1,1.0,7.0,4609,Levi's Juniors Progressive 501 Updated Jean,Jeans,Levi's
4610,1,1.0,7.0,4610,Not Your Daughter's Jeans Women's Fiona Roll Cuff Crop Jean,Jeans,Not Your Daughter's Jeans
4611,1,1.0,7.0,4611,7 For All Mankind Women's The Skinny Zip Fly Jean in Clean Black,Jeans,7 For All Mankind
4613,1,1.0,7.0,4613,See Thru Soul Juniors Ankle Jean,Jeans,See Thru Soul
4614,1,1.0,7.0,4614,7 For All Mankind Women's Bootcut Jean,Jeans,7 For All Mankind
4615,1,1.0,7.0,4615,PAIGE Women's Rising Glen Zipper Fly Jean,Jeans,PAIGE
4620,1,1.0,7.0,4620,Levi's Women's Mid Rise Skinny Cuffed Jean,Jeans,Levi's
4623,1,1.0,7.0,4623,Miss Me JEANS - PARADISE BORDER BOOT LADIES WOVEN PANTS,Jeans,Miss Me
4624,1,1.0,7.0,4624,Joe's Jeans Women's Cigarette Straight Leg Jean,Jeans,Joe's Jeans
4632,1,1.0,7.0,4632,Wallflower PLUS SIZE Fashion Basics Sassy Skinny Jeans,Jeans,Wallflower
4635,1,1.0,7.0,4635,Not Your Daughter's Jeans Women's Petite Jade Legging,Jeans,Not Your Daughter's Jeans
4636,1,1.0,7.0,4636,Not Your Daughter's Jeans Women's Petite Sheri Skinny Twill Pastels,Jeans,Not Your Daughter's Jeans
4642,1,1.0,7.0,4642,Not Your Daughter's Jeans Women's Plus-Size Greta Trouser,Jeans,Not Your Daughter's Jeans
4647,1,1.0,7.0,4647,Woman Within Plus Size Tall jean tummy control bootcut 5-pocket styling,Jeans,Woman Within
4649,1,1.0,7.0,4649,Rock Revival Women Jeans Celine B44 Sequence Fleur Flap Pocket Bootcut Jeans,Jeans,Rock Revival
4652,1,1.0,7.0,4652,Levi's Women's Plus Triple Needle Stitch Skinny Jean,Jeans,Levi's
4653,1,1.0,7.0,4653,7 For All Mankind Women's Kimmie Bootcut Jean,Jeans,7 For All Mankind
4654,1,1.0,7.0,4654,Not Your Daughter's Jeans Women's Plus-Size Sheri Skinny Scattered Embellishment,Jeans,Not Your Daughter's Jeans
