id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
126052,86842,69561,27084,340344,Shipped,2023-03-04 07:19:25 UTC,2023-03-06 05:20:00 UTC,,,11.989999771118164
136319,93957,75213,13611,368242,Shipped,2023-04-19 00:48:25 UTC,2023-04-21 12:50:00 UTC,,,11.989999771118164
140349,96725,77409,27331,379064,Shipped,2023-03-09 04:12:52 UTC,2023-03-11 01:48:00 UTC,,,11.989999771118164
163565,112722,90086,9384,441799,Shipped,2023-01-09 10:56:12 UTC,2023-01-11 22:27:00 UTC,,,11.989999771118164
165390,113965,91070,25036,446725,Shipped,2023-01-26 08:18:59 UTC,2023-01-29 11:58:00 UTC,,,11.989999771118164
168297,115949,92647,25321,454621,Shipped,2023-03-24 06:41:45 UTC,2023-03-27 03:55:00 UTC,,,11.989999771118164
170928,117756,94122,13866,461678,Shipped,2023-02-11 08:23:41 UTC,2023-02-09 04:20:00 UTC,,,11.989999771118164
180658,124408,99446,13855,487897,Shipped,2023-01-08 10:20:53 UTC,2023-01-07 10:22:00 UTC,,,11.989999771118164
13314,9174,7398,11536,36025,Cancelled,2023-04-05 01:13:39 UTC,,,,12
14919,10318,8364,10755,40364,Cancelled,2023-06-07 00:52:46 UTC,,,,12
23070,15882,12814,8874,62461,Cancelled,2023-01-10 04:16:05 UTC,,,,12
38995,26884,21652,24540,105466,Cancelled,2023-03-04 15:45:27 UTC,,,,12
48315,33224,26607,26278,130675,Cancelled,2023-04-03 09:01:19 UTC,,,,12
55922,38523,30846,24990,151214,Cancelled,2023-05-14 13:20:14 UTC,,,,12
64024,44149,35378,11014,173129,Cancelled,2023-06-29 05:58:22 UTC,,,,12
68067,46965,37695,9066,183994,Cancelled,2023-03-11 00:15:35 UTC,,,,12
90118,62089,49732,25314,243417,Cancelled,2023-01-10 00:15:39 UTC,,,,12
97821,67438,54014,10906,264349,Cancelled,2023-01-04 16:15:43 UTC,,,,12
98299,67768,54276,25144,265625,Cancelled,2023-03-24 14:02:56 UTC,,,,12
99703,68746,55071,24929,269413,Cancelled,2023-01-03 04:47:08 UTC,,,,12
117457,80895,64742,13763,317122,Cancelled,2023-01-11 01:38:15 UTC,,,,12
137957,95108,76126,11082,372633,Cancelled,2023-01-03 09:58:38 UTC,,,,12
141584,97559,78081,25244,382376,Cancelled,2023-06-20 10:39:12 UTC,,,,12
177864,122526,98000,25037,480346,Cancelled,2023-03-21 08:17:02 UTC,,,,12
22344,15390,12421,10760,60475,Complete,2023-06-25 03:02:04 UTC,2023-06-27 17:26:00 UTC,2023-07-01 02:14:00 UTC,,12
22533,15511,12522,25307,60993,Complete,2023-05-31 01:04:54 UTC,2023-05-29 09:58:00 UTC,2023-05-30 05:29:00 UTC,,12
25230,17384,14061,11002,68275,Complete,2023-05-08 07:26:26 UTC,2023-05-10 21:01:00 UTC,2023-05-13 08:13:00 UTC,,12
32334,22251,17960,9339,87505,Complete,2023-03-09 16:56:30 UTC,2023-03-11 22:15:00 UTC,2023-03-14 17:14:00 UTC,,12
64597,44552,35716,24540,174676,Complete,2023-02-19 00:03:19 UTC,2023-02-18 14:20:00 UTC,2023-02-21 03:16:00 UTC,,12
71723,49463,39670,25298,193842,Complete,2023-01-20 06:52:35 UTC,2023-01-22 19:22:00 UTC,2023-01-25 11:07:00 UTC,,12
88192,60742,48649,26278,238155,Complete,2023-02-07 23:30:43 UTC,2023-02-08 18:26:00 UTC,2023-02-10 22:28:00 UTC,,12
91562,63072,50509,25298,247359,Complete,2023-05-06 14:23:55 UTC,2023-05-08 13:18:00 UTC,2023-05-12 07:12:00 UTC,,12
100758,69474,55668,24995,272263,Complete,2023-05-28 15:10:09 UTC,2023-05-31 06:53:00 UTC,2023-06-01 16:34:00 UTC,,12
118560,81673,65353,24829,320123,Complete,2023-03-27 23:42:39 UTC,2023-03-28 18:36:00 UTC,2023-03-30 00:41:00 UTC,,12
122642,84454,67600,24829,331147,Complete,2023-03-28 16:36:47 UTC,2023-03-30 17:59:00 UTC,2023-04-03 07:34:00 UTC,,12
123967,85372,68345,28347,334752,Complete,2023-01-10 06:20:05 UTC,2023-01-12 15:50:00 UTC,2023-01-13 13:31:00 UTC,,12
126251,86978,69661,24978,340911,Complete,2023-02-08 07:18:55 UTC,2023-02-10 04:15:00 UTC,2023-02-14 13:04:00 UTC,,12
132719,91420,73174,24753,358442,Complete,2023-05-04 15:51:03 UTC,2023-05-06 20:49:00 UTC,2023-05-11 04:46:00 UTC,,12
146549,101030,80877,11082,395731,Complete,2023-06-09 09:08:01 UTC,2023-06-10 12:04:00 UTC,2023-06-12 12:40:00 UTC,,12
150071,103403,82783,9253,405267,Complete,2023-05-31 08:20:40 UTC,2023-06-01 10:25:00 UTC,2023-06-01 12:28:00 UTC,,12
160909,110910,88657,25080,434646,Complete,2023-04-26 01:59:07 UTC,2023-04-27 04:46:00 UTC,2023-04-29 23:08:00 UTC,,12
166468,114698,91639,10906,449622,Complete,2023-05-29 06:27:43 UTC,2023-05-27 18:19:00 UTC,2023-05-30 01:26:00 UTC,,12
169410,116721,93269,25274,457635,Complete,2023-05-31 14:33:24 UTC,2023-06-01 05:56:00 UTC,2023-06-01 09:12:00 UTC,,12
23266,16010,12928,11066,62995,Processing,2023-03-19 23:47:53 UTC,,,,12
40097,27655,22237,9116,108414,Processing,2023-06-26 02:46:14 UTC,,,,12
40879,28182,22654,24969,110533,Processing,2023-03-12 09:17:02 UTC,,,,12
66799,46093,36998,24969,180592,Processing,2023-01-28 05:48:52 UTC,,,,12
77932,53663,42998,10890,210600,Processing,2023-02-19 08:09:45 UTC,,,,12
85262,58707,47077,10859,230237,Processing,2023-01-01 05:47:06 UTC,,,,12
86308,59435,47636,433,233047,Processing,2023-03-23 14:28:36 UTC,,,,12
95889,66069,52892,15331,259081,Processing,2023-04-25 06:10:02 UTC,,,,12
96628,66610,53327,10974,261111,Processing,2023-01-12 16:03:00 UTC,,,,12
111595,76904,61518,10903,301433,Processing,2023-02-28 00:20:43 UTC,,,,12
126942,87429,70014,24829,342761,Processing,2023-06-03 13:00:54 UTC,,,,12
164785,113538,90744,8940,445133,Processing,2023-05-23 13:52:04 UTC,,,,12
174426,120173,96083,9480,471120,Processing,2023-05-01 00:23:14 UTC,,,,12
26036,17930,14505,9257,70461,Returned,2023-04-26 16:13:14 UTC,2023-04-25 16:51:00 UTC,2023-04-29 12:53:00 UTC,2023-05-01 06:58:00 UTC,12
38949,26854,21632,25034,105350,Returned,2023-03-21 07:44:45 UTC,2023-03-22 01:08:00 UTC,2023-03-22 22:27:00 UTC,2023-03-25 01:10:00 UTC,12
98392,67831,54328,9361,265877,Returned,2023-04-08 07:48:30 UTC,2023-04-08 13:27:00 UTC,2023-04-12 11:28:00 UTC,2023-04-13 03:46:00 UTC,12
106270,73239,58631,24489,287098,Returned,2023-05-14 14:47:00 UTC,2023-05-17 06:48:00 UTC,2023-05-18 09:41:00 UTC,2023-05-19 06:10:00 UTC,12
115937,79883,63939,24932,313034,Returned,2023-02-04 07:25:47 UTC,2023-02-01 23:36:00 UTC,2023-02-04 03:57:00 UTC,2023-02-06 15:00:00 UTC,12
176107,121328,97019,18193,475638,Returned,2023-04-14 13:54:52 UTC,2023-04-12 15:33:00 UTC,2023-04-13 07:42:00 UTC,2023-04-16 02:53:00 UTC,12
2954,2039,1629,10768,8004,Shipped,2023-02-26 15:27:21 UTC,2023-02-27 08:27:00 UTC,,,12
13334,9186,7412,2566,36078,Shipped,2023-04-12 01:41:46 UTC,2023-04-11 20:10:00 UTC,,,12
50930,35064,28067,9480,137724,Shipped,2023-05-16 13:33:40 UTC,2023-05-13 23:24:00 UTC,,,12
54175,37315,29856,433,146498,Shipped,2023-01-08 09:55:19 UTC,2023-01-09 23:37:00 UTC,,,12
61369,42293,33898,10932,165978,Shipped,2023-01-27 11:24:33 UTC,2023-01-29 22:30:00 UTC,,,12
82247,56616,45425,25144,222142,Shipped,2023-05-07 08:57:28 UTC,2023-05-08 06:08:00 UTC,,,12
83892,57766,46343,25356,226572,Shipped,2023-05-06 09:59:20 UTC,2023-05-06 20:23:00 UTC,,,12
86185,59346,47575,9480,232715,Shipped,2023-04-13 03:34:46 UTC,2023-04-11 11:21:00 UTC,,,12
87871,60527,48505,9480,237294,Shipped,2023-06-14 12:26:50 UTC,2023-06-16 22:40:00 UTC,,,12
94206,64912,51951,24489,254545,Shipped,2023-01-12 08:05:42 UTC,2023-01-13 23:40:00 UTC,,,12
108566,74826,59944,11066,293310,Shipped,2023-03-03 13:30:36 UTC,2023-03-06 10:47:00 UTC,,,12
109828,75698,60614,18529,296672,Shipped,2023-01-10 12:02:17 UTC,2023-01-08 12:21:00 UTC,,,12
117500,80926,64765,10776,317249,Shipped,2023-01-05 10:15:11 UTC,2023-01-06 20:37:00 UTC,,,12
121556,83729,67030,12669,328191,Shipped,2023-03-30 01:18:57 UTC,2023-04-02 01:37:00 UTC,,,12
135962,93704,75012,13918,367268,Shipped,2023-01-07 10:01:05 UTC,2023-01-06 10:47:00 UTC,,,12
142609,98316,78680,10744,385130,Shipped,2023-02-04 05:39:10 UTC,2023-02-06 17:46:00 UTC,,,12
163809,112881,90218,26126,442468,Shipped,2023-06-01 01:41:57 UTC,2023-05-31 04:34:00 UTC,,,12
164734,113500,90710,24664,444990,Shipped,2023-03-21 02:43:52 UTC,2023-03-22 10:56:00 UTC,,,12
164962,113666,90837,24831,445591,Shipped,2023-04-26 17:07:48 UTC,2023-04-28 04:08:00 UTC,,,12
98836,68128,54580,7961,267066,Complete,2023-06-27 08:56:04 UTC,2023-06-27 00:15:00 UTC,2023-06-30 21:39:00 UTC,,12.010000228881836
133271,91815,73491,7961,359917,Shipped,2023-02-06 01:21:02 UTC,2023-02-07 06:20:00 UTC,,,12.010000228881836
89182,61432,49204,4157,240864,Returned,2023-05-15 22:08:39 UTC,2023-05-13 20:12:00 UTC,2023-05-17 05:11:00 UTC,2023-05-19 00:17:00 UTC,12.020000457763672
40502,27927,22444,16483,109493,Cancelled,2023-05-19 22:21:36 UTC,,,,12.050000190734863
168619,116164,92806,16483,455483,Shipped,2023-04-21 06:14:42 UTC,2023-04-23 03:44:00 UTC,,,12.050000190734863
25845,17799,14396,19743,69933,Cancelled,2023-03-22 06:47:04 UTC,,,,12.0600004196167
169628,116870,93392,4086,458223,Shipped,2023-02-01 07:42:19 UTC,2023-01-31 21:54:00 UTC,,,12.0600004196167
81668,56223,45091,6985,220554,Returned,2023-06-12 08:03:38 UTC,2023-06-13 22:41:00 UTC,2023-06-15 21:37:00 UTC,2023-06-18 14:06:00 UTC,12.069999694824221
5167,3563,2875,25168,13980,Complete,2023-05-01 10:18:05 UTC,2023-05-03 14:23:00 UTC,2023-05-04 13:32:00 UTC,,12.079999923706056
86810,59788,47920,25168,234421,Shipped,2023-04-02 22:45:29 UTC,2023-04-03 09:10:00 UTC,,,12.079999923706056
41964,28952,23225,8008,113457,Complete,2023-01-23 16:11:19 UTC,2023-01-22 12:22:00 UTC,2023-01-25 20:30:00 UTC,,12.090000152587892
115061,79277,63452,19381,310692,Complete,2023-05-23 01:04:44 UTC,2023-05-20 04:29:00 UTC,2023-05-22 01:33:00 UTC,,12.090000152587892
153820,106032,84829,5561,415500,Cancelled,2023-05-21 22:49:12 UTC,,,,12.100000381469728
104576,72063,57720,2359,282550,Complete,2023-06-12 02:13:51 UTC,2023-06-11 07:36:00 UTC,2023-06-14 00:37:00 UTC,,12.100000381469728
136424,94034,75272,6945,368514,Complete,2023-05-29 13:45:51 UTC,2023-05-31 01:36:00 UTC,2023-06-04 23:38:00 UTC,,12.100000381469728
67051,46260,37137,18251,181259,Complete,2023-01-10 18:46:00 UTC,2023-01-10 16:15:00 UTC,2023-01-14 01:34:00 UTC,,12.130000114440918
97117,66962,53613,165,262448,Processing,2023-01-08 10:13:39 UTC,,,,12.130000114440918
79654,54840,43986,10968,215177,Complete,2023-05-17 03:37:25 UTC,2023-05-19 21:09:00 UTC,2023-05-23 02:18:00 UTC,,12.140000343322754
155410,107114,85680,6261,419775,Cancelled,2023-02-26 05:12:22 UTC,,,,12.149999618530272
81001,55763,44718,6466,218780,Complete,2023-01-15 09:35:48 UTC,2023-01-13 08:30:00 UTC,2023-01-18 02:34:00 UTC,,12.199999809265137
69988,48262,38730,15259,189144,Returned,2023-06-05 07:34:18 UTC,2023-06-05 19:04:00 UTC,2023-06-08 15:20:00 UTC,2023-06-09 11:41:00 UTC,12.199999809265137
108283,74629,59786,8855,292532,Returned,2023-03-29 16:21:35 UTC,2023-03-30 13:04:00 UTC,2023-03-31 19:36:00 UTC,2023-04-01 06:46:00 UTC,12.199999809265137
36296,25023,20127,3657,98220,Shipped,2023-04-07 09:05:40 UTC,2023-04-08 17:09:00 UTC,,,12.199999809265137
156214,107665,86101,427,421928,Cancelled,2023-05-20 09:19:11 UTC,,,,12.229999542236328
61057,42062,33715,524,165142,Shipped,2023-05-29 23:25:25 UTC,2023-05-30 14:00:00 UTC,,,12.229999542236328
157887,108833,87006,524,426477,Shipped,2023-03-13 12:15:52 UTC,2023-03-13 18:06:00 UTC,,,12.229999542236328
89898,61931,49602,22292,242817,Shipped,2023-06-21 06:46:18 UTC,2023-06-23 15:08:00 UTC,,,12.239999771118164
138235,95297,76268,24482,373395,Cancelled,2023-05-23 23:31:50 UTC,,,,12.25
9292,6432,5200,24482,25137,Processing,2023-04-10 09:38:35 UTC,,,,12.25
148800,102562,82129,2432,401825,Processing,2023-05-01 01:03:26 UTC,,,,12.25
18842,12981,10489,6928,51000,Complete,2023-06-08 07:48:12 UTC,2023-06-10 07:28:00 UTC,2023-06-14 00:57:00 UTC,,12.260000228881836
153999,106148,84908,6639,415992,Returned,2023-06-16 05:08:35 UTC,2023-06-16 20:27:00 UTC,2023-06-17 11:08:00 UTC,2023-06-19 04:24:00 UTC,12.289999961853027
92412,63655,50954,425,249654,Shipped,2023-01-03 00:03:14 UTC,2023-01-04 13:31:00 UTC,,,12.289999961853027
112246,77354,61905,6639,303161,Shipped,2023-01-24 08:48:53 UTC,2023-01-25 23:15:00 UTC,,,12.289999961853027
93042,64102,51280,1871,251369,Cancelled,2023-04-19 12:02:41 UTC,,,,12.3100004196167
154872,106741,85392,4145,418334,Shipped,2023-02-27 00:47:44 UTC,2023-02-24 12:10:00 UTC,,,12.369999885559082
63095,43503,34827,7862,170636,Complete,2023-05-21 12:45:46 UTC,2023-05-22 15:48:00 UTC,2023-05-26 23:21:00 UTC,,12.380000114440918
117,77,59,22200,301,Shipped,2023-05-28 00:47:24 UTC,2023-05-30 15:10:00 UTC,,,12.380000114440918
15021,10391,8423,7533,40648,Returned,2023-06-17 13:45:52 UTC,2023-06-19 18:28:00 UTC,2023-06-22 11:33:00 UTC,2023-06-22 20:47:00 UTC,12.390000343322754
180335,124180,99279,22025,487033,Returned,2023-06-03 09:19:30 UTC,2023-06-05 15:24:00 UTC,2023-06-08 18:09:00 UTC,2023-06-10 12:34:00 UTC,12.399999618530272
6942,4818,3896,22025,18774,Shipped,2023-04-26 16:27:54 UTC,2023-04-28 04:52:00 UTC,,,12.399999618530272
22128,15238,12306,22025,59901,Shipped,2023-02-16 12:46:44 UTC,2023-02-16 10:41:00 UTC,,,12.399999618530272
96808,66743,53434,7952,261606,Complete,2023-03-16 22:58:52 UTC,2023-03-17 04:14:00 UTC,2023-03-18 22:13:00 UTC,,12.430000305175779
155116,106911,85518,1623,418981,Processing,2023-06-28 12:09:53 UTC,,,,12.430000305175779
161364,111215,88879,7333,435855,Cancelled,2023-02-09 05:37:50 UTC,,,,12.449999809265137
34628,23864,19239,25810,93686,Shipped,2023-04-25 03:42:36 UTC,2023-04-23 06:19:00 UTC,,,12.470000267028809
110885,76435,61188,19244,299492,Complete,2023-04-09 23:26:16 UTC,2023-04-10 04:17:00 UTC,2023-04-11 13:00:00 UTC,,12.479999542236328
158507,109248,87299,2536,428177,Processing,2023-04-05 22:16:24 UTC,,,,12.479999542236328
170566,117508,93908,5725,460713,Cancelled,2023-01-07 00:40:50 UTC,,,,12.489999771118164
55530,38243,30619,15228,150152,Cancelled,2023-05-04 14:58:07 UTC,,,,12.5
34637,23869,19240,7104,93707,Complete,2023-06-22 00:17:13 UTC,2023-06-24 11:39:00 UTC,2023-06-25 12:15:00 UTC,,12.5
132204,91069,72890,25005,357053,Complete,2023-04-26 11:43:30 UTC,2023-04-28 16:40:00 UTC,2023-04-30 11:51:00 UTC,,12.5
8472,5876,4736,9268,22896,Shipped,2023-05-31 10:35:37 UTC,2023-05-31 15:44:00 UTC,,,12.5
71419,49254,39496,15060,193024,Shipped,2023-01-20 07:47:29 UTC,2023-01-22 14:13:00 UTC,,,12.5
170292,117316,93764,1342,459974,Shipped,2023-06-07 12:08:18 UTC,2023-06-07 02:54:00 UTC,,,12.5
69292,47799,38337,18718,187288,Cancelled,2023-02-24 22:36:35 UTC,,,,12.510000228881836
31594,21721,17519,18366,85511,Complete,2023-06-06 07:20:34 UTC,2023-06-04 19:08:00 UTC,2023-06-07 07:46:00 UTC,,12.510000228881836
24565,16917,13660,18718,66464,Processing,2023-02-13 13:34:46 UTC,,,,12.510000228881836
16449,11355,9199,25117,44518,Complete,2023-04-22 07:41:19 UTC,2023-04-23 02:54:00 UTC,2023-04-23 19:33:00 UTC,,12.550000190734863
174324,120104,96032,3499,470838,Processing,2023-02-18 14:00:08 UTC,,,,12.550000190734863
168467,116058,92727,7920,455082,Complete,2023-06-09 09:19:00 UTC,2023-06-11 23:04:00 UTC,2023-06-13 17:57:00 UTC,,12.5600004196167
33697,23199,18698,22299,91181,Shipped,2023-01-28 07:26:26 UTC,2023-01-26 08:49:00 UTC,,,12.579999923706056
50158,34518,27651,2115,135606,Complete,2023-04-18 09:43:18 UTC,2023-04-17 15:04:00 UTC,2023-04-21 17:12:00 UTC,,12.590000152587892
20899,14376,11612,2115,56582,Shipped,2023-06-05 07:43:38 UTC,2023-06-05 04:18:00 UTC,,,12.590000152587892
136957,94410,75575,18750,369960,Returned,2023-02-23 23:49:44 UTC,2023-02-22 10:41:00 UTC,2023-02-25 13:12:00 UTC,2023-02-27 08:12:00 UTC,12.630000114440918
15016,10389,8422,22918,40636,Cancelled,2023-03-22 00:16:05 UTC,,,,12.640000343322754
153009,105449,84390,22918,413294,Complete,2023-01-15 04:45:53 UTC,2023-01-11 18:03:00 UTC,2023-01-14 08:00:00 UTC,,12.640000343322754
126695,87271,69888,7020,342088,Shipped,2023-06-08 14:48:46 UTC,2023-06-08 05:49:00 UTC,,,12.640000343322754
58531,40337,32344,14942,158272,Shipped,2023-05-12 17:34:20 UTC,2023-05-08 23:56:00 UTC,,,12.649999618530272
45565,31369,25128,7958,123247,Complete,2023-06-19 07:00:00 UTC,2023-06-20 18:18:00 UTC,2023-06-25 01:17:00 UTC,,12.670000076293944
174825,120429,96299,7958,472221,Shipped,2023-05-07 00:20:55 UTC,2023-05-07 10:45:00 UTC,,,12.670000076293944
60961,41992,33655,6961,164889,Processing,2023-02-14 00:32:53 UTC,,,,12.729999542236328
95522,65820,52674,24609,258070,Complete,2023-04-01 13:58:18 UTC,2023-03-28 16:40:00 UTC,2023-03-31 00:39:00 UTC,,12.739999771118164
175392,120821,96600,24609,473737,Complete,2023-02-20 08:20:50 UTC,2023-02-23 01:03:00 UTC,2023-02-25 22:49:00 UTC,,12.739999771118164
111988,77176,61748,3330,302488,Processing,2023-02-04 10:59:22 UTC,,,,12.739999771118164
151535,104427,83573,3330,409282,Shipped,2023-03-18 02:45:17 UTC,2023-03-17 02:02:00 UTC,,,12.739999771118164
178826,123178,98511,3330,482967,Shipped,2023-05-28 17:34:21 UTC,2023-05-28 08:39:00 UTC,,,12.739999771118164
125446,86420,69214,24528,338706,Complete,2023-06-24 04:43:08 UTC,2023-06-26 05:17:00 UTC,2023-06-29 04:58:00 UTC,,12.75
13157,9066,7319,607,35603,Processing,2023-06-08 08:25:36 UTC,,,,12.75
150777,103878,83152,24602,407195,Processing,2023-05-28 11:03:45 UTC,,,,12.75
12531,8640,6991,607,33898,Returned,2023-03-02 22:25:56 UTC,2023-03-06 00:45:00 UTC,2023-03-06 13:39:00 UTC,2023-03-07 02:38:00 UTC,12.75
26047,17936,14511,9945,70487,Shipped,2023-04-25 09:27:22 UTC,2023-04-26 14:46:00 UTC,,,12.75
104719,72154,57792,24602,282950,Shipped,2023-03-09 13:17:47 UTC,2023-03-06 21:45:00 UTC,,,12.75
149114,102767,82294,24904,402682,Shipped,2023-04-22 07:51:43 UTC,2023-04-20 16:00:00 UTC,,,12.75
158855,109491,87519,24531,429090,Shipped,2023-05-08 13:06:52 UTC,2023-05-09 23:18:00 UTC,,,12.75
5043,3472,2798,25739,13626,Cancelled,2023-03-04 10:02:49 UTC,,,,12.760000228881836
110887,76435,61188,26280,299500,Complete,2023-04-12 01:36:35 UTC,2023-04-10 04:17:00 UTC,2023-04-11 13:00:00 UTC,,12.760000228881836
160448,110609,88412,26280,433378,Shipped,2023-06-13 01:02:18 UTC,2023-06-14 18:23:00 UTC,,,12.760000228881836
98182,67684,54212,22673,265311,Cancelled,2023-04-24 12:55:36 UTC,,,,12.779999732971191
155045,106860,85479,24834,418787,Cancelled,2023-03-31 14:30:24 UTC,,,,12.800000190734863
173039,119234,95306,18706,467354,Complete,2023-04-14 03:42:44 UTC,2023-04-14 15:58:00 UTC,2023-04-17 21:09:00 UTC,,12.800000190734863
176673,121720,97354,24520,477168,Complete,2023-04-08 01:00:38 UTC,2023-04-10 09:55:00 UTC,2023-04-13 07:22:00 UTC,,12.800000190734863
51583,35522,28430,9878,139481,Shipped,2023-04-29 16:10:00 UTC,2023-05-01 12:54:00 UTC,,,12.800000190734863
56803,39129,31319,24520,153642,Shipped,2023-03-06 07:44:06 UTC,2023-03-09 03:29:00 UTC,,,12.800000190734863
152037,104777,83849,18217,410664,Shipped,2023-03-06 02:37:22 UTC,2023-03-06 06:49:00 UTC,,,12.800000190734863
103534,71347,57180,18679,279687,Shipped,2023-04-02 16:13:30 UTC,2023-04-04 17:47:00 UTC,,,12.829999923706056
169659,116893,93407,6941,458302,Shipped,2023-04-22 14:26:25 UTC,2023-04-23 17:33:00 UTC,,,12.859999656677246
41319,28485,22889,6203,111692,Cancelled,2023-06-17 16:33:38 UTC,,,,12.899999618530272
137515,94797,75877,27720,371445,Cancelled,2023-04-28 08:08:27 UTC,,,,12.899999618530272
167952,115709,92461,6203,453665,Cancelled,2023-02-16 06:12:32 UTC,,,,12.899999618530272
91058,62721,50236,1475,245951,Complete,2023-04-01 02:03:16 UTC,2023-04-02 14:50:00 UTC,2023-04-05 00:54:00 UTC,,12.899999618530272
116959,80573,64471,1481,315780,Complete,2023-03-31 08:02:02 UTC,2023-04-01 20:00:00 UTC,2023-04-03 14:49:00 UTC,,12.899999618530272
143066,98626,78926,26089,386378,Complete,2023-04-05 21:25:38 UTC,2023-04-04 20:30:00 UTC,2023-04-06 18:23:00 UTC,,12.899999618530272
111476,76823,61462,27883,301108,Processing,2023-03-06 13:02:43 UTC,,,,12.899999618530272
53557,36889,29527,27633,144811,Shipped,2023-05-12 08:31:45 UTC,2023-05-13 08:48:00 UTC,,,12.899999618530272
62453,43071,34468,27633,168945,Shipped,2023-06-11 14:48:48 UTC,2023-06-14 05:26:00 UTC,,,12.899999618530272
16069,11095,8981,3957,43483,Shipped,2023-06-29 14:00:18 UTC,2023-06-28 11:04:00 UTC,,,12.909999847412108
53642,36952,29570,199,145064,Returned,2023-03-08 17:17:30 UTC,2023-03-09 04:00:00 UTC,2023-03-13 01:12:00 UTC,2023-03-15 01:34:00 UTC,12.930000305175779
5542,3835,3099,5766,14988,Cancelled,2023-05-21 21:45:23 UTC,,,,12.949999809265137
46394,31926,25575,6195,125474,Cancelled,2023-03-02 03:18:55 UTC,,,,12.949999809265137
109666,75594,60538,28521,296242,Cancelled,2023-06-23 10:15:55 UTC,,,,12.949999809265137
3514,2433,1938,24900,9499,Complete,2023-05-09 13:33:12 UTC,2023-05-11 21:52:00 UTC,2023-05-16 17:34:00 UTC,,12.949999809265137
6861,4758,3844,6196,18555,Complete,2023-03-16 13:30:59 UTC,2023-03-17 05:21:00 UTC,2023-03-18 20:54:00 UTC,,12.949999809265137
47575,32717,26208,2542,128658,Complete,2023-05-02 02:53:48 UTC,2023-05-01 09:05:00 UTC,2023-05-03 16:40:00 UTC,,12.949999809265137
143472,98900,79167,28521,387465,Complete,2023-04-03 00:12:04 UTC,2023-04-05 23:44:00 UTC,2023-04-07 03:28:00 UTC,,12.949999809265137
165242,113856,90977,14213,446346,Complete,2023-02-05 12:06:17 UTC,2023-02-06 10:42:00 UTC,2023-02-06 12:20:00 UTC,,12.949999809265137
156686,107988,86344,28467,423202,Processing,2023-04-05 15:34:36 UTC,,,,12.949999809265137
179313,123487,98746,15644,484273,Processing,2023-06-24 01:15:51 UTC,,,,12.949999809265137
78801,54244,43488,6196,212933,Returned,2023-05-30 06:51:36 UTC,2023-05-31 14:57:00 UTC,2023-06-04 12:08:00 UTC,2023-06-04 19:43:00 UTC,12.949999809265137
111922,77131,61712,4365,302313,Returned,2023-01-09 13:59:16 UTC,2023-01-11 13:05:00 UTC,2023-01-13 21:13:00 UTC,2023-01-15 18:01:00 UTC,12.949999809265137
128692,88643,70940,28560,347508,Returned,2023-02-21 05:44:37 UTC,2023-02-22 00:07:00 UTC,2023-02-22 22:19:00 UTC,2023-02-25 18:47:00 UTC,12.949999809265137
154000,106148,84908,2576,415995,Returned,2023-06-20 06:48:39 UTC,2023-06-16 20:27:00 UTC,2023-06-17 11:08:00 UTC,2023-06-19 04:24:00 UTC,12.949999809265137
1670,1140,911,25997,4547,Shipped,2023-01-24 12:22:59 UTC,2023-01-27 05:45:00 UTC,,,12.949999809265137
4952,3408,2743,28467,13382,Shipped,2023-06-10 04:57:23 UTC,2023-06-10 06:44:00 UTC,,,12.949999809265137
59239,40835,32735,9356,160217,Shipped,2023-06-20 13:14:56 UTC,2023-06-18 17:33:00 UTC,,,12.949999809265137
129579,89268,71438,6196,349877,Shipped,2023-02-19 16:12:04 UTC,2023-02-22 03:09:00 UTC,,,12.949999809265137
133816,92193,73799,25997,361407,Shipped,2023-06-03 02:35:44 UTC,2023-05-31 20:37:00 UTC,,,12.949999809265137
146830,101215,81020,13648,396494,Shipped,2023-04-17 04:50:13 UTC,2023-04-19 18:32:00 UTC,,,12.949999809265137
172769,119050,95153,9061,466641,Shipped,2023-03-09 08:36:59 UTC,2023-03-09 16:39:00 UTC,,,12.949999809265137
140632,96925,77558,13785,379820,Cancelled,2023-06-25 09:27:19 UTC,,,,12.960000038146973
5301,3662,2966,6629,14328,Complete,2023-01-17 00:16:29 UTC,2023-01-17 17:22:00 UTC,2023-01-21 04:26:00 UTC,,12.960000038146973
75216,51836,41552,6629,203262,Shipped,2023-03-21 07:25:54 UTC,2023-03-21 23:21:00 UTC,,,12.960000038146973
172351,118759,94922,1018,465529,Cancelled,2023-04-03 16:32:11 UTC,,,,12.970000267028809
137180,94556,75683,5403,370557,Complete,2023-05-31 14:00:05 UTC,2023-05-28 18:37:00 UTC,2023-05-30 02:18:00 UTC,,12.970000267028809
170530,117482,93888,5403,460611,Processing,2023-03-15 03:51:17 UTC,,,,12.970000267028809
86797,59780,47913,25657,234385,Shipped,2023-06-21 15:51:43 UTC,2023-06-18 17:28:00 UTC,,,12.970000267028809
3529,2441,1945,6221,9541,Cancelled,2023-05-19 00:12:12 UTC,,,,12.979999542236328
147569,101722,81435,14616,398489,Cancelled,2023-03-04 15:39:46 UTC,,,,12.979999542236328
154532,106515,85225,14616,417432,Cancelled,2023-03-02 10:22:09 UTC,,,,12.979999542236328
