product_id,sold,available_quantity,stock_turnover_ratio,product_category,product_brand
12123,1,1.0,1.0,Intimates,The Hong Kong Silk Co.
15475,1,5.0,0.2,Plus,Dickies
27333,1,2.0,0.5,Sleep & Lounge,The Hong Kong Silk Co.
23039,1,,,Shorts,Lucky Brand
28139,1,3.0,0.3333333333333333,Swim,Rusty
21724,1,,,Pants,Savane
17299,1,,,Fashion Hoodies & Sweatshirts,O'Neill
16606,1,,,Tops & Tees,Marc Ecko Cut & Sew
17559,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Marc Ecko Cut & Sew
27908,1,,,Swim,O'Neill
17349,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Hot Topic
26878,1,2.0,0.5,Sleep & Lounge,FOXFIRE
23889,1,,,Outerwear & Coats,Weatherproof
12865,1,2.0,0.5,Swim,Speedo
28020,1,3.0,0.3333333333333333,Swim,O'Neill
22697,1,1.0,1.0,Shorts,Volcom
18923,1,,,Sweaters,Extreme 80s
12591,1,,,Intimates,Fashion Forms
27691,1,2.0,0.5,Swim,O'Neill
1091,1,,,Sweaters,Ed Hardy
1303,1,2.0,0.5,Sweaters,Kenneth Cole
23268,1,,,Shorts,Helly Hansen
17866,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Caterpillar
554,1,2.0,0.5,Tops & Tees,Calvin Klein Jeans
16416,1,1.0,1.0,Tops & Tees,Nautica
18077,1,2.0,0.5,Active,Carhartt
19089,1,2.0,0.5,Sweaters,Marc Ecko Cut & Sew
15996,1,2.0,0.5,Tops & Tees,AG Adriano Goldschmied
27706,1,1.0,1.0,Swim,O'Neill
26994,1,2.0,0.5,Sleep & Lounge,HUGO BOSS
22442,1,1.0,1.0,Pants,Billabong
26784,1,,,Sleep & Lounge,Majestic International
13454,1,,,Swim,Kushcush
27681,1,1.0,1.0,Swim,Quiksilver
17484,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Ouran High School
6607,1,1.0,1.0,Shorts,American Eagle
21000,1,1.0,1.0,Jeans,Bullhead
7749,1,3.0,0.3333333333333333,Blazers & Jackets,BCBGeneration
2337,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Tokidoki
22892,1,2.0,0.5,Shorts,Hurley
1796,1,,,Fashion Hoodies & Sweatshirts,Fox
22942,1,,,Shorts,Hurley
22968,1,3.0,0.3333333333333333,Shorts,O'Neill
22490,1,2.0,0.5,Pants,Calvin Klein
22524,1,1.0,1.0,Pants,Nautica
6365,1,,,Shorts,Volcom
9435,1,,,Socks & Hosiery,Chyor
22205,1,,,Pants,Billabong
1787,1,3.0,0.3333333333333333,Fashion Hoodies & Sweatshirts,Roxy
2105,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Tokidoki
9726,1,1.0,1.0,Sleep & Lounge,Casual Moments
27398,1,2.0,0.5,Swim,Quiksilver
79,1,,,Tops & Tees,Calvin Klein
27849,1,1.0,1.0,Swim,Nautica
23340,1,2.0,0.5,Shorts,Element
2641,1,1.0,1.0,Active,Fox
22496,1,1.0,1.0,Pants,French Connection
1658,1,,,Fashion Hoodies & Sweatshirts,Billabong
16397,1,2.0,0.5,Tops & Tees,Quiksilver
20346,1,1.0,1.0,Suits & Sport Coats,Austin Reed
27354,1,,,Sleep & Lounge,American Essentials
18831,1,,,Sweaters,Tipsy Elves
22945,1,2.0,0.5,Shorts,Quiksilver
17767,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Black Market-Lowbrow
21835,1,1.0,1.0,Pants,Volcom
10183,1,,,Sleep & Lounge,The Pajamagram Company
21271,1,1.0,1.0,Jeans,Altamont
12741,1,1.0,1.0,Swim,Speedo
21599,1,1.0,1.0,Jeans,Zanerobe
16039,1,2.0,0.5,Tops & Tees,Volcom
15163,1,3.0,0.3333333333333333,Maternity,Belly Bandit
1403,1,,,Sweaters,Leon Levin
2198,1,,,Fashion Hoodies & Sweatshirts,American Eagle
16726,1,1.0,1.0,Tops & Tees,Calvin Klein Jeans
16142,1,1.0,1.0,Tops & Tees,Carhartt
4932,1,1.0,1.0,Jeans,Cruel Girl
21093,1,,,Jeans,Eddie Bauer
21775,1,1.0,1.0,Pants,Columbia
14561,1,,,Maternity,Baby Be Mine
16273,1,,,Tops & Tees,Nautica
26704,1,,,Sleep & Lounge,American Essentials
21938,1,1.0,1.0,Pants,Louis Raphael
16798,1,2.0,0.5,Tops & Tees,Icebreaker
2170,1,2.0,0.5,Fashion Hoodies & Sweatshirts,TD
22445,1,,,Pants,Louis Raphael
26735,1,1.0,1.0,Sleep & Lounge,Spa & Resort Inc.
488,1,3.0,0.3333333333333333,Tops & Tees,Lucky Brand
9753,1,,,Sleep & Lounge,The Pajamagram Company
10279,1,,,Sleep & Lounge,The Pajamagram Company
14563,1,,,Maternity,Womama
22520,1,,,Pants,Louis Raphael
6358,1,3.0,0.3333333333333333,Shorts,Joe's Jeans
12731,1,1.0,1.0,Swim,Speedo
4874,1,1.0,1.0,Jeans,Cruel Girl
17209,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Fox
18067,1,1.0,1.0,Active,DGK
17606,1,2.0,0.5,Fashion Hoodies & Sweatshirts,RVCA
6973,1,2.0,0.5,Shorts,LIJA
27413,1,1.0,1.0,Swim,Volcom
3800,1,2.0,0.5,Dresses,Evan Picone
18560,1,,,Active,Fox
1827,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Iron Fist
13445,1,2.0,0.5,Swim,Sunsets
22915,1,3.0,0.3333333333333333,Shorts,DC
5470,1,,,Pants & Capris,Volcom
14632,1,1.0,1.0,Maternity,HOTmilk
17479,1,,,Fashion Hoodies & Sweatshirts,Fox
17407,1,1.0,1.0,Fashion Hoodies & Sweatshirts,RVCA
12945,1,2.0,0.5,Swim,Speedo
6046,1,,,Leggings,Only Hearts
18819,1,3.0,0.3333333333333333,Sweaters,Eddie Bauer
22728,1,2.0,0.5,Shorts,Quiksilver
28104,1,,,Swim,Billabong
22095,1,2.0,0.5,Pants,RVCA
18381,1,2.0,0.5,Active,Carhartt
11821,1,,,Intimates,Eberjey
18864,1,,,Sweaters,Tipsy Elves
1737,1,,,Fashion Hoodies & Sweatshirts,Roxy
20787,1,,,Jeans,Eddie Bauer
12988,1,,,Swim,Seafolly
2352,1,,,Fashion Hoodies & Sweatshirts,Three Dots
27899,1,1.0,1.0,Swim,Quiksilver
1591,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Hot Topic
1767,1,,,Fashion Hoodies & Sweatshirts,Crazyheads
16155,1,2.0,0.5,Tops & Tees,True Religion
21006,1,1.0,1.0,Jeans,Eddie Bauer
27826,1,1.0,1.0,Swim,Hurley
1399,1,,,Sweaters,Lucky Brand
20353,1,1.0,1.0,Suits & Sport Coats,Austin Reed
17478,1,,,Fashion Hoodies & Sweatshirts,Hot Topic
18443,1,,,Active,Champion
17814,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Metal Mulisha
23365,1,2.0,0.5,Shorts,Hurley
19690,1,2.0,0.5,Sweaters,Perry Ellis
16930,1,1.0,1.0,Tops & Tees,Polo Ralph Lauren
22838,1,,,Shorts,Quiksilver
14430,1,,,Maternity,La Leche League
20067,1,2.0,0.5,Suits & Sport Coats,Port Authority
6236,1,3.0,0.3333333333333333,Leggings,Only Hearts
20447,1,3.0,0.3333333333333333,Suits & Sport Coats,Austin Reed
5233,1,2.0,0.5,Pants & Capris,Lucky Brand
17980,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Hurley
29093,1,,,Accessories,TUMI
12200,1,,,Intimates,Parfait by Affinitas
17317,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Authentic Pigment
27948,1,,,Swim,Aftco
10114,1,,,Sleep & Lounge,The Cat's Pajamas
22077,1,3.0,0.3333333333333333,Pants,Perry Ellis
19682,1,,,Sweaters,Perry Ellis
22741,1,3.0,0.3333333333333333,Shorts,Carhartt
19566,1,,,Sweaters,Perry Ellis
21767,1,2.0,0.5,Pants,Haggar
10361,1,,,Intimates,Wacoal
23289,1,2.0,0.5,Shorts,Dickies
10045,1,1.0,1.0,Sleep & Lounge,La Leche League
12718,1,1.0,1.0,Swim,Kenneth Cole
29043,1,,,Accessories,Brighton
4128,1,1.0,1.0,Jumpsuits & Rompers,Vintage
27009,1,2.0,0.5,Sleep & Lounge,HUGO BOSS
2795,1,1.0,1.0,Active,prAna
1182,1,1.0,1.0,Sweaters,O'Neill
21687,1,,,Pants,Haggar
27728,1,1.0,1.0,Swim,Nautica
19366,1,1.0,1.0,Sweaters,Perry Ellis
5002,1,,,Jeans,G by GUESS
18479,1,3.0,0.3333333333333333,Active,Columbia
23595,1,2.0,0.5,Shorts,Fox Outdoor
27885,1,1.0,1.0,Swim,Parke & Ronen
29111,1,1.0,1.0,Accessories,Cole Haan
14341,1,3.0,0.3333333333333333,Maternity,Medela
4883,1,1.0,1.0,Jeans,Lucky Brand
22426,1,3.0,0.3333333333333333,Pants,Polo Ralph Lauren
14654,1,,,Maternity,Jules & Jim
4940,1,,,Jeans,Lucky Brand
27614,1,1.0,1.0,Swim,Fox
22995,1,2.0,0.5,Shorts,Quiksilver
1967,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Hurley
17122,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Harley-Davidson
18927,1,1.0,1.0,Sweaters,Columbia
19976,1,2.0,0.5,Suits & Sport Coats,Port Authority
14604,1,1.0,1.0,Maternity,Bravado! Designs
25383,1,1.0,1.0,Underwear,Duofold
18533,1,,,Active,KingSize
17196,1,,,Fashion Hoodies & Sweatshirts,Threads4Thought
10295,1,1.0,1.0,Sleep & Lounge,Casual Moments
6242,1,1.0,1.0,Leggings,Ulla Popken
4533,1,,,Jeans,Lucky Brand
2666,1,,,Active,Under Armour
22825,1,1.0,1.0,Shorts,KingSize
22164,1,1.0,1.0,Pants,Oak Hill
21845,1,1.0,1.0,Pants,KingSize
2169,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Insound
20958,1,3.0,0.3333333333333333,Jeans,Bullhead
22596,1,2.0,0.5,Pants,KingSize
8103,1,1.0,1.0,Suits,Ice
20720,1,,,Jeans,Lucky Brand
21470,1,2.0,0.5,Jeans,Matix
20608,1,,,Jeans,Calvin Klein
18806,1,,,Sweaters,Spring+Mercer
22865,1,3.0,0.3333333333333333,Shorts,Reyn Spooner
563,1,2.0,0.5,Tops & Tees,Jones New York
20523,1,3.0,0.3333333333333333,Suits & Sport Coats,Austin Reed
2011,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Allen Allen
3087,1,1.0,1.0,Active,Saucony
22857,1,2.0,0.5,Shorts,Quiksilver
22896,1,2.0,0.5,Shorts,Quiksilver
27925,1,,,Swim,Quiksilver
2537,1,,,Active,Columbia
1344,1,,,Sweaters,O'Neill
26960,1,,,Sleep & Lounge,HUGO BOSS
8790,1,2.0,0.5,Outerwear & Coats,Coffeeshop
16205,1,1.0,1.0,Tops & Tees,Nautica
6547,1,1.0,1.0,Shorts,Allen Allen
1061,1,,,Sweaters,Bench
16690,1,1.0,1.0,Tops & Tees,Ashworth
19747,1,2.0,0.5,Sweaters,Banana Republic
13309,1,2.0,0.5,Swim,Becca by Rebecca Virtue
10034,1,,,Sleep & Lounge,Eileen West
2327,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Tokidoki
7908,1,1.0,1.0,Blazers & Jackets,Alfred Dunner
16159,1,,,Tops & Tees,Woolrich
14160,1,1.0,1.0,Accessories,TAXI Wallet
3807,1,1.0,1.0,Dresses,eloquii
20906,1,,,Jeans,Volcom
18759,1,,,Active,Threads4Thought
16622,1,2.0,0.5,Tops & Tees,Volcom
3872,1,1.0,1.0,Dresses,eloquii
26605,1,,,Sleep & Lounge,Tommy Bahama
10410,1,,,Intimates,Cosabella
9539,1,,,Sleep & Lounge,Dearfoams
8742,1,1.0,1.0,Outerwear & Coats,Sierra Designs
14124,1,3.0,0.3333333333333333,Accessories,Columbia
12508,1,,,Intimates,Beauty Night
23894,1,,,Outerwear & Coats,DC
1895,1,,,Fashion Hoodies & Sweatshirts,Fox
23225,1,2.0,0.5,Shorts,Hurley
1419,1,,,Sweaters,Rip Curl
20574,1,2.0,0.5,Jeans,Levi's
27452,1,1.0,1.0,Swim,Hurley
23005,1,2.0,0.5,Shorts,G by GUESS
27566,1,,,Swim,Hurley
21525,1,,,Jeans,G by GUESS
18783,1,,,Active,Arc'teryx
17263,1,,,Fashion Hoodies & Sweatshirts,NEFF
21718,1,2.0,0.5,Pants,Haggar
27150,1,4.0,0.25,Sleep & Lounge,Knothe
27648,1,2.0,0.5,Swim,Speedo
27204,1,2.0,0.5,Sleep & Lounge,Harbor Bay
20792,1,4.0,0.25,Jeans,Wrangler
20575,1,1.0,1.0,Jeans,Carhartt
1775,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Billabong
2218,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Black Market-Lowbrow
11895,1,,,Intimates,Frederick's of Hollywood
23386,1,1.0,1.0,Shorts,Quiksilver
17076,1,1.0,1.0,Tops & Tees,Coolibar
27550,1,,,Swim,Volcom
746,1,,,Tops & Tees,Lucky Brand
10160,1,1.0,1.0,Sleep & Lounge,Pendleton
18620,1,1.0,1.0,Active,LRG
20619,1,1.0,1.0,Jeans,Calvin Klein Jeans
22038,1,2.0,0.5,Pants,IZOD
1732,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Black Market-Lowbrow
2210,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Black Market-Lowbrow
21450,1,2.0,0.5,Jeans,Elwood
10141,1,2.0,0.5,Sleep & Lounge,Eileen West
21798,1,1.0,1.0,Pants,DC
20656,1,,,Jeans,Lucky Brand
10382,1,1.0,1.0,Intimates,Anita
18866,1,,,Sweaters,DC
15181,1,1.0,1.0,Maternity,Majamas
20551,1,2.0,0.5,Jeans,Levi's
26045,1,4.0,0.25,Underwear,Hanro
10658,1,,,Intimates,Wacoal
22084,1,,,Pants,Louis Raphael
4760,1,2.0,0.5,Jeans,Cruel Girl
21738,1,1.0,1.0,Pants,Levi's
2821,1,,,Active,Port Authority
16144,1,1.0,1.0,Tops & Tees,DC
928,1,1.0,1.0,Sweaters,525 America
17354,1,2.0,0.5,Fashion Hoodies & Sweatshirts,DC
8787,1,3.0,0.3333333333333333,Outerwear & Coats,Tri-Mountain
10910,1,,,Intimates,Cosabella
7011,1,1.0,1.0,Shorts,Miss Me
17860,1,2.0,0.5,Fashion Hoodies & Sweatshirts,BUDSHOP
3353,1,,,Dresses,Patty
18379,1,3.0,0.3333333333333333,Active,Helly Hansen
22125,1,,,Pants,Falcon Bay
25656,1,,,Underwear,Emporio Armani
22758,1,,,Shorts,Carhartt
18770,1,2.0,0.5,Active,Champion
6295,1,1.0,1.0,Shorts,American Apparel
5979,1,1.0,1.0,Leggings,Karen Kane
21901,1,,,Pants,Toddland
17923,1,,,Fashion Hoodies & Sweatshirts,Harley-Davidson
11507,1,1.0,1.0,Intimates,Hanky Panky
6259,1,1.0,1.0,Leggings,alo Sport
8575,1,,,Outerwear & Coats,Harley-Davidson
17670,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Harley-Davidson
28132,1,2.0,0.5,Swim,Hatley
14342,1,,,Maternity,Anita
8289,1,1.0,1.0,Outerwear & Coats,Charles River Apparel
11711,1,2.0,0.5,Intimates,Only Hearts
4085,1,1.0,1.0,Jumpsuits & Rompers,LOTUSTRADERS
21692,1,3.0,0.3333333333333333,Pants,Dockers
16128,1,,,Tops & Tees,Carhartt
16814,1,1.0,1.0,Tops & Tees,Walking Dead
10588,1,1.0,1.0,Intimates,Wacoal
7995,1,,,Blazers & Jackets,LOTUSTRADERS
21349,1,,,Jeans,Minus33 Merino Wool
11513,1,,,Intimates,Only Hearts
26364,1,,,Underwear,Spanx
13295,1,,,Swim,JAG
11336,1,1.0,1.0,Intimates,Spanx
17784,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Mad Engine
1259,1,1.0,1.0,Sweaters,kensiegirl
11825,1,1.0,1.0,Intimates,Arianne
6626,1,2.0,0.5,Shorts,7 For All Mankind
12732,1,,,Swim,Speedo
19459,1,3.0,0.3333333333333333,Sweaters,Spring+Mercer
17074,1,3.0,0.3333333333333333,Fashion Hoodies & Sweatshirts,Quiksilver
23247,1,,,Shorts,Reef
17749,1,,,Fashion Hoodies & Sweatshirts,Football Fanatics
8468,1,1.0,1.0,Outerwear & Coats,White Sierra
5295,1,,,Pants & Capris,Lauren by Ralph Lauren
6603,1,1.0,1.0,Shorts,Ralph Lauren
23003,1,1.0,1.0,Shorts,Lee
27916,1,1.0,1.0,Swim,Rufskin
4165,1,,,Jumpsuits & Rompers,Rocawear
11327,1,1.0,1.0,Intimates,Yummie Tummie
27827,1,,,Swim,TRUNKS
12761,1,4.0,0.25,Swim,Speedo
18850,1,2.0,0.5,Sweaters,Nautica
23506,1,2.0,0.5,Shorts,Analog
23630,1,2.0,0.5,Shorts,Analog
23628,1,1.0,1.0,Shorts,Fox Outdoor
14772,1,1.0,1.0,Maternity,Ripe Maternity
22921,1,,,Shorts,Salt Life
27890,1,,,Swim,Speedo
22725,1,1.0,1.0,Shorts,Fox
6771,1,,,Shorts,BCBGMAXAZRIA
4279,1,2.0,0.5,Jeans,Levi's
7456,1,1.0,1.0,Skirts,Anne Klein
14599,1,1.0,1.0,Maternity,Everly Grey
1860,1,3.0,0.3333333333333333,Fashion Hoodies & Sweatshirts,Allen Allen
17589,1,,,Fashion Hoodies & Sweatshirts,Metal Mulisha
21139,1,,,Jeans,Bigmansland
2552,1,,,Active,SLS3
5686,1,1.0,1.0,Pants & Capris,Calvin Klein Jeans
1968,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Joe's Jeans
18009,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Ecko Unltd.
22383,1,1.0,1.0,Pants,Tru-Spec
17110,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Hurley
7118,1,,,Skirts,Carhartt
26969,1,2.0,0.5,Sleep & Lounge,Hanro
23481,1,,,Shorts,Reef
17502,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Football Fanatics
13605,1,,,Accessories,Fratelli Orsini Everyday
5404,1,,,Pants & Capris,Sanctuary
2018,1,3.0,0.3333333333333333,Fashion Hoodies & Sweatshirts,Neon Buddha
18637,1,2.0,0.5,Active,alo Sport
17186,1,,,Fashion Hoodies & Sweatshirts,Alternative
20923,1,1.0,1.0,Jeans,Altamont
29018,1,,,Accessories,Silverado
3227,1,4.0,0.25,Dresses,Patty
13147,1,1.0,1.0,Swim,Anne Cole
731,1,1.0,1.0,Tops & Tees,Red Dot
13126,1,3.0,0.3333333333333333,Swim,ECHO
1594,1,5.0,0.2,Fashion Hoodies & Sweatshirts,Jumpin Jammerz
11906,1,1.0,1.0,Intimates,Carnival
7045,1,1.0,1.0,Shorts,Nantucket Brand
15058,1,,,Maternity,Panache
14517,1,,,Maternity,Glamourmom
7057,1,,,Shorts,Nantucket Brand
11794,1,1.0,1.0,Intimates,Hanky Panky
22846,1,2.0,0.5,Shorts,O'Neill
23526,1,,,Shorts,Orvis
7172,1,1.0,1.0,Skirts,Woolrich
15873,1,1.0,1.0,Plus,Flexees
11844,1,,,Intimates,Only Hearts
4197,1,1.0,1.0,Jumpsuits & Rompers,My Michelle
11235,1,2.0,0.5,Intimates,Lytess
27959,1,2.0,0.5,Swim,TAVIK
27753,1,,,Swim,Throwdown
17801,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Metal Mulisha
10819,1,3.0,0.3333333333333333,Intimates,Felina
3774,1,1.0,1.0,Dresses,As U Wish
27765,1,,,Swim,HUGO BOSS
22867,1,2.0,0.5,Shorts,Quiksilver
12090,1,,,Intimates,Betsey Johnson
2710,1,2.0,0.5,Active,Danskin
22817,1,1.0,1.0,Shorts,Quiksilver
13483,1,,,Swim,Dotti
5652,1,1.0,1.0,Pants & Capris,Orvis
8044,1,1.0,1.0,Clothing Sets,Orvis
5177,1,1.0,1.0,Pants & Capris,Calvin Klein
15825,1,,,Plus,Flexees
17374,1,1.0,1.0,Fashion Hoodies & Sweatshirts,DC
27427,1,,,Swim,Volcom
1186,1,1.0,1.0,Sweaters,Vince Camuto
1105,1,1.0,1.0,Sweaters,Vince Camuto
13537,1,,,Swim,Blue Sky Swimwear
11345,1,1.0,1.0,Intimates,Dr. Rey Shapewear
981,1,2.0,0.5,Sweaters,Bench
3031,1,,,Active,Moving Comfort
8073,1,1.0,1.0,Suits,Danny & Nicole
2033,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Life Is Good
1527,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Seven7
17303,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Nautica
25391,1,1.0,1.0,Underwear,Jockey
6319,1,,,Shorts,American Apparel
13067,1,3.0,0.3333333333333333,Swim,Panache
3874,1,2.0,0.5,Dresses,Rampage
10325,1,,,Sleep & Lounge,Cool-jams Wicking Sleepwear
23525,1,1.0,1.0,Shorts,Orvis
821,1,,,Sweaters,Jones New York
17498,1,4.0,0.25,Fashion Hoodies & Sweatshirts,RVCA
14550,1,1.0,1.0,Maternity,Panache
15833,1,3.0,0.3333333333333333,Plus,Flexees
28063,1,1.0,1.0,Swim,Zanerobe
11915,1,4.0,0.25,Intimates,Dominique
16659,1,3.0,0.3333333333333333,Tops & Tees,Woolrich
14347,1,2.0,0.5,Maternity,Glamourmom
27273,1,2.0,0.5,Sleep & Lounge,Majestic International
25860,1,3.0,0.3333333333333333,Underwear,Minus33 Merino Wool
5009,1,2.0,0.5,Jeans,Torrid
4978,1,,,Jeans,Torrid
5087,1,2.0,0.5,Jeans,Torrid
4636,1,,,Jeans,Not Your Daughter's Jeans
24090,1,,,Outerwear & Coats,Emanuel by Emanuel Ungaro
4778,1,1.0,1.0,Jeans,L.A. Idol Jeans
14767,1,,,Maternity,Bella Materna
21854,1,1.0,1.0,Pants,Toddland
11672,1,1.0,1.0,Intimates,Eberjey
17044,1,,,Tops & Tees,Quiksilver
14313,1,2.0,0.5,Accessories,Coolibar
23219,1,2.0,0.5,Shorts,Geoffrey Beene
26791,1,,,Sleep & Lounge,HUGO BOSS
4878,1,2.0,0.5,Jeans,KUT from the Kloth
16512,1,2.0,0.5,Tops & Tees,A:X Armani Exchange
28057,1,,,Swim,Quiksilver
17780,1,,,Fashion Hoodies & Sweatshirts,Union Jeans
24370,1,3.0,0.3333333333333333,Outerwear & Coats,Vista
139,1,1.0,1.0,Tops & Tees,Allen Allen
27349,1,,,Sleep & Lounge,Port Authority
5078,1,2.0,0.5,Jeans,L.A. Idol Jeans
3714,1,,,Dresses,London Times
3243,1,,,Dresses,Gabby Skye
3773,1,4.0,0.25,Dresses,Gabby Skye
23253,1,2.0,0.5,Shorts,O'Neill
3891,1,3.0,0.3333333333333333,Dresses,Wrapper
1962,1,1.0,1.0,Fashion Hoodies & Sweatshirts,American Apparel
22782,1,,,Shorts,Quiksilver
12547,1,1.0,1.0,Intimates,Wacoal
11159,1,,,Intimates,Bali
21979,1,,,Pants,LRG
18789,1,3.0,0.3333333333333333,Active,Columbia
28279,1,1.0,1.0,Swim,Quiksilver
6672,1,,,Shorts,Lucky Brand
2199,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Life Is Good
19191,1,,,Sweaters,Geoffrey Beene
23510,1,2.0,0.5,Shorts,LRG
10003,1,,,Sleep & Lounge,SleepytimePjs
20103,1,,,Suits & Sport Coats,SmartTuxedo
13649,1,1.0,1.0,Accessories,Fratelli Orsini Everyday
1841,1,,,Fashion Hoodies & Sweatshirts,Black Market-Lowbrow
22844,1,2.0,0.5,Shorts,Calvin Klein
23242,1,,,Shorts,Union Jeans
23309,1,2.0,0.5,Shorts,Calvin Klein
9687,1,,,Sleep & Lounge,Casual Moments
3167,1,1.0,1.0,Dresses,Gabby Skye
4985,1,,,Jeans,Calvin Klein Jeans
7601,1,1.0,1.0,Blazers & Jackets,Calvin Klein Jeans
27939,1,3.0,0.3333333333333333,Swim,Reyn Spooner
3899,1,2.0,0.5,Dresses,Volcom
22992,1,,,Shorts,Lee
27874,1,,,Swim,Hurley
22710,1,,,Shorts,Dockers
7042,1,,,Shorts,Isis
1703,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Burton
16639,1,1.0,1.0,Tops & Tees,Calvin Klein
28209,1,3.0,0.3333333333333333,Swim,Enjoi
2037,1,1.0,1.0,Fashion Hoodies & Sweatshirts,stonepowerss
17904,1,3.0,0.3333333333333333,Fashion Hoodies & Sweatshirts,Football Fanatics
27572,1,,,Swim,Volcom
17915,1,,,Fashion Hoodies & Sweatshirts,Eddie Bauer
21855,1,1.0,1.0,Pants,Eddie Bauer
22149,1,,,Pants,Haggar
23616,1,,,Shorts,Volcom
16735,1,,,Tops & Tees,Eddie Bauer
23471,1,,,Shorts,Volcom
12678,1,1.0,1.0,Intimates,Brabag
21848,1,,,Pants,Hurley
19593,1,3.0,0.3333333333333333,Sweaters,Banana Republic
12064,1,1.0,1.0,Intimates,David's Bridal
19261,1,,,Sweaters,Banana Republic
19549,1,2.0,0.5,Sweaters,Banana Republic
1759,1,2.0,0.5,Fashion Hoodies & Sweatshirts,adidas
18149,1,1.0,1.0,Active,LRG
27399,1,,,Swim,Billabong
28022,1,4.0,0.25,Swim,Billabong
26930,1,1.0,1.0,Sleep & Lounge,HUGO BOSS
27405,1,,,Swim,Nautica
20108,1,3.0,0.3333333333333333,Suits & Sport Coats,Paul Malone
2982,1,2.0,0.5,Active,Columbia
23490,1,1.0,1.0,Shorts,Hurley
23713,1,2.0,0.5,Outerwear & Coats,Mountain Hardwear
20558,1,1.0,1.0,Jeans,Levi's
27557,1,1.0,1.0,Swim,Andrew Christian
15635,1,,,Plus,Fossil
23303,1,2.0,0.5,Shorts,Royal Robbins
6889,1,1.0,1.0,Shorts,Oakley
23269,1,1.0,1.0,Shorts,Nautica
540,1,2.0,0.5,Tops & Tees,Bordeaux
2225,1,4.0,0.25,Fashion Hoodies & Sweatshirts,Roxy
27474,1,,,Swim,Hurley
18011,1,,,Fashion Hoodies & Sweatshirts,Obey
16989,1,,,Tops & Tees,Lauren by Ralph Lauren
833,1,,,Sweaters,Eddie Bauer
16394,1,1.0,1.0,Tops & Tees,Calvin Klein
6287,1,3.0,0.3333333333333333,Shorts,Royal Robbins
16848,1,,,Tops & Tees,Quiksilver
23262,1,2.0,0.5,Shorts,True Nation
27711,1,1.0,1.0,Swim,O'Neill
11594,1,,,Intimates,Sweetheart Slips
21933,1,2.0,0.5,Pants,Calvin Klein
28289,1,2.0,0.5,Swim,Oakley
18926,1,,,Sweaters,Tommy Hilfiger
23209,1,2.0,0.5,Shorts,Hurley
17696,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Brixton
1667,1,,,Fashion Hoodies & Sweatshirts,Volcom
23266,1,,,Shorts,626 BLUE
18766,1,3.0,0.3333333333333333,Active,PUMA
18497,1,,,Active,Hot Chillys
473,1,3.0,0.3333333333333333,Tops & Tees,Three Dots
23217,1,2.0,0.5,Shorts,Hurley
27631,1,,,Swim,Volcom
26889,1,1.0,1.0,Sleep & Lounge,Sirisha
20693,1,4.0,0.25,Jeans,Minus33 Merino Wool
13523,1,,,Swim,Longitude
3056,1,3.0,0.3333333333333333,Active,Coolibar
27735,1,2.0,0.5,Swim,RVCA
16761,1,3.0,0.3333333333333333,Tops & Tees,Sons Of Anarchy
17864,1,2.0,0.5,Fashion Hoodies & Sweatshirts,Caterpillar
17229,1,1.0,1.0,Fashion Hoodies & Sweatshirts,Quiksilver
28245,1,3.0,0.3333333333333333,Swim,Body Glove
17159,1,2.0,0.5,Fashion Hoodies & Sweatshirts,ITC
19267,1,1.0,1.0,Sweaters,MANGO
11622,1,,,Intimates,Underworks
